charge_mwh,discharge_mwh
0,0
0,0
0,0
0.583608359,0
0.823801229,0
0.597333572,0
0.534115975,0
0.656380733,0
0.813460478,0
0.315015954,0
0,0
0,4.323716299
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5.673983802,0
4.302454652,0
5.409274804,0
2.876950662,0
2.425058301,0
0.838122531,0
0,21.52584475
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5.154969942,0
15.40109671,0
21.7033608,0
9.71490172,0
0.730298496,0
0,0
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7.679766573,0
18.66568455,0
26.17974901,0
27.74351622,0
18.6231568,0
1.108126852,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,0
0,0
0,0
21.85496738,0
13.79198454,0
2.207735813,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.535936481,0
1.824467245,0
3.138362933,0
3.779124367,0
3.464344116,0
1.449775191,0
0.657929603,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
14.89297532,0
28.46643484,0
29.38438928,0
27.25620056,0
0,0
0,0
0,1.908984928
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1.908984928,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
25.46106208,0
17.26048678,0
0,0
0,0
0,0
0,42.72154886
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14.95691599,0
22.84139607,0
23.86922839,0
9.609880638,0
4.891273638,0
0,23.46406706
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7.241343899,0
15.14839594,0
25.68873077,0
25.49225883,0
15.46366626,0
10.9656043,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
16.02920066,0
16.30523433,0
15.86601539,0
7.415872613,0
4.772035824,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,7.683731142
0,52.70462767
0,0
0,0
21.37470799,0
27.11734007,0
28.76139799,0
19.43799826,0
3.308555684,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.089749288,0
2.668700306,0
5.986058883,0
7.200774302,0
6.745760537,0
8.547754502,0
2.895691099,0
1.90766128,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
30.25023981,0
19.96601405,0
4.287252791,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,37.84102918
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6.95456046,0
1.171751956,0
0,8.126312416
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.167709696,0
0,0
0,0
0,0
0,0
0,0
16.52588851,0
0,0
0,16.69359821
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
28.74999758,0
32.25184366,0
24.70103896,0
14.2971198,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,2.956093601
0,0
1.584964673,0
5.075635571,0
3.056997725,0
8.06516593,0
6.181323446,0
5.311553413,0
0.614807022,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,0
0,0
0,0
22.65674265,0
23.80662456,0
20.73246857,0
11.27906538,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,0
0,0
15.28391289,0
37.42071478,0
0,0
0,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.084199768,0
7.61917098,0
26.15714618,0
15.33430047,0
11.49656813,0
7.550426695,0
9.201632673,0
2.204117138,0
0.112090026,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,27.0550244
0,52.70462767
0,0
0,0
0,0
36.65859752,0
37.50234871,0
25.83905377,0
0,0
0,0
0,38.53441419
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.857718404,0
5.641965263,0
7.277862748,0
4.960295024,0
6.670119457,0
6.26624263,0
4.845465422,0
1.679917969,0
0.334827278,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,33.99256857
0,52.70462767
0,0
0,0
16.88429643,0
16.65391874,0
18.87813599,0
19.44442536,0
14.83641971,0
0,0
0,0
0,47.29537233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0.102860688,0
5.908964371,0
15.34613908,0
23.26611249,0
19.97574359,0
17.13074678,0
11.19533698,0
7.074096025,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
41.47532056,0
38.77283093,0
0,0
0,52.70462767
0,27.54352382
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1.866389371,0
7.752366134,0
13.68487425,0
10.14417467,0
10.43801232,0
7.312253273,0
7.364550523,0
8.40621337,0
3.523484374,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,17.78769062
0,52.70462767
0,0
0,0
0,0
0,0
12.38910104,0
3.93218203,0
2.15723781,0
0.151455429,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1.11899751,0
5.592438457,0
14.86538967,0
25.43831327,0
7.152892895,0
27.20199189,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
25.9613531,0
29.11757206,0
20.91780545,0
11.0783204,0
0,17.17152141
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,0
0,0
0,0
0,0
42.94456754,0
39.85653052,0
0,0
0,0
0,0
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,47.29537233
0,0
0,0
0,0
29.30314886,0
34.77565071,0
35.92120044,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
11.95942351,0
16.6640755,0
15.98322315,0
17.80891071,0
11.62259915,0
10.51674723,0
5.104570333,0
0,0
0,36.95492189
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,0
0,0
10.25782201,0
13.03720657,0
18.46499864,0
11.68665969,0
13.05532174,0
4.591284201,0
0,18.38866518
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4.272406785,0
13.82886909,0
0,0
0,18.10127588
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14.60975693,0
12.85487942,0
10.6621492,0
17.10023468,0
16.34951833,0
19.89941157,0
8.524049876,0
0,0
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,47.29537233
0,0
0,0
9.202774944,0
46.77998495,0
44.01724011,0
0,0
0,0
0,0
0,49.84672118
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2.215162814,0
4.315716411,0
4.314010532,0
5.796510005,0
6.006753753,0
5.779254436,0
7.697392588,0
8.411899732,0
5.310020909,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7.793431925,0
12.66698509,0
18.12584097,0
18.21440571,0
21.06734296,0
18.24274127,0
3.889252075,0
0,0
0,47.29537233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,0
0,0
0,0
0,0
0,0
8.341939551,0
15.65823966,0
4.98534971,0
0,0
0,28.98552893
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
21.13263099,0
41.3221983,0
37.54517071,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,0
0,47.29537233
0,0
5.75073183,0
47.4341649,0
46.81510327,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
33.63330955,0
27.29079752,0
21.62340884,0
12.01427443,0
5.438209661,0
0,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
11.42940386,0
28.33526532,0
27.10131336,0
33.13401746,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
10.41478911,0
24.21008607,0
26.98274689,0
38.39237793,0
0,0
0,0
0,0
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,47.29537233
0,0
0,0
0,0
5.887423916,0
46.67841118,0
47.4341649,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
39.47204543,0
30.55039157,0
15.98018102,0
2.852833307,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,36.15082366
0,52.70462767
0,0
0,0
0,0
47.4341649,0
47.4341649,0
5.131670195,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
32.17064307,0
20.39519203,0
0,0
47.4341649,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
47.4341649,0
43.75788105,0
8.807954045,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
24.41261871,0
26.67214702,0
34.2103952,0
14.70483907,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
47.4341649,0
47.4341649,0
5.131670195,0
0,0
0,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
45.17022199,0
47.4341649,0
7.395613112,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
23.31402176,0
30.62420382,0
28.37667991,0
17.68509451,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5.131670195,0
47.4341649,0
47.4341649,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5.979862464,0
16.19679946,0
0,22.17666192
0,0
23.12938058,0
29.34654204,0
26.4509153,0
21.07316208,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.041556632,0
0.837840286,0
0.922835124,0
1.931123355,0
2.176335997,0
6.704178654,0
13.76683828,0
11.18252406,0
9.243660461,0
4.055396028,0
0.334929389,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,51.19721826
0,0
0,0
10.94403742,0
13.67530096,0
30.137399,0
4.669490903,0
40.57377172,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
47.4341649,0
47.4341649,0
5.131670195,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
27.09031939,0
22.52642506,0
22.78577131,0
16.1775273,0
0,0
0,35.87541539
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
33.11559759,0
34.35280141,0
32.531601,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,2.098475062
0,0
0,0
0,0
0,0
0,0
0,0
2.098475062,0
0,52.70462767
0,3.411659975
0,0
26.20687758,0
29.90941007,0
0,0
0,0
0,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
10.79943659,0
16.76186322,0
19.16465391,0
19.53277512,0
19.79931225,0
13.94195891,0
0,0
0,0
0,0
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,47.29537233
0,0
0,0
0,0
2.139539792,0
7.261158616,0
11.96250118,0
38.24709739,0
25.05332329,0
15.33637973,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4.574899831,0
0,0
0,0
0,4.574899831
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8.728654843,0
5.291461549,0
4.531102153,0
4.571887651,0
0,0
0,0
0,0
0,21.55669702
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
18.95162423,0
8.222866715,0
23.82493497,0
47.4341649,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
47.4341649,0
6.828396013,0
45.73743908,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.289770997,0
5.379869078,0
0,0
0,0
29.21445077,0
40.65637731,0
24.45953184,0
0,0
0,0
0,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.786277036,0
0,0
0,0
0,0.786277036
0,0
33.58117319,0
21.99245685,0
44.42636996,0
0,0
0,0
0,0
0,0.138770925
0.138770925,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
0,0
0,0
47.4341649,0
47.4341649,0
5.131670195,0
0,0
0,0
0,0.179330109
0.179330109,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
5.131670195,0
47.4341649,0
47.4341649,0
0,0
0,0
0,0
0,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6.397558513,0
27.84727006,0
23.12867692,0
21.41613703,0
21.21035748,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1.565815363,0
3.434721287,0
2.254628714,0
2.542545166,0
3.551548514,0
4.398233446,0
7.090932758,0
8.206950304,0
8.236447821,0
7.212318674,0
1.986008166,0
0.019604315,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,50.49975453
0,0
0,0
0,0
0,0
15.14392505,0
19.02959224,0
18.53111038,0
0,0
0,0
0,52.70462767
0,0
0.068249247,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2.093929611,0
0,2.162178858
0,0
0,0
0,0
5.131670195,0
47.4341649,0
47.4341649,0
0,0
0,0
0,0
0,47.29537233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,0
0,0
0,0
5.131670195,0
47.4341649,0
47.4341649,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
0,0
47.4341649,0
47.4341649,0
5.131670195,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
0,0
47.4341649,0
47.4341649,0
5.131670195,0
0,0
0,0
0,0
0,47.29537233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,0
0,0
0,0
0,0
5.131670195,0
0,0
47.4341649,0
47.4341649,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
47.4341649,0
47.4341649,0
5.131670195,0
0,0
0,0
0,0
0,52.70462767
0,0
0,47.29537233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5.131670195,0
47.4341649,0
47.4341649,0
0,0
0,0
0,0
0,0
0,52.70462767
0,0
0,0
0,47.29537233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5.131670195,0
47.4341649,0
47.4341649,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5.131670195,0
47.4341649,0
47.4341649,0
0,0
0,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
47.4341649,0
47.4341649,0
5.131670195,0
0,0
0,0
0,1.95378893
1.95378893,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
0,0
5.131670195,0
47.4341649,0
47.4341649,0
0,0
0,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
22.05273679,0
0,0
47.4341649,0
0,0
17.14166877,0
9.295535191,0
3.70399345,0
0.371900896,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
0,0
0,0
5.131670195,0
47.4341649,0
47.4341649,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
0,0
47.4341649,0
28.13183451,0
0,0
24.43400059,0
0,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.285906273,0
0,0.285906273
0,0
0,0
0,0
24.11904127,0
41.92731779,0
33.95364093,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
47.4341649,0
47.4341649,0
5.131670195,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
0,0
0,0
5.131670195,0
47.4341649,0
47.4341649,0
0,0
0,0
0,47.29537233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,0
0,0
0,0
0,0
0,0
5.131670195,0
47.4341649,0
47.4341649,0
0,0
0,0
0,0
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,47.29537233
0,0
0,0
0,0
0,0
0,0
5.131670195,0
47.4341649,0
47.4341649,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
0,0
47.4341649,0
47.4341649,0
5.131670195,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
0,0
47.4341649,0
47.4341649,0
5.131670195,0
0,0
0,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5.131670195,0
47.4341649,0
47.4341649,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
0,0
47.4341649,0
47.4341649,0
5.131670195,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5.131670195,0
47.4341649,0
47.4341649,0
0,0
0,0
0,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
47.4341649,0
47.4341649,0
5.131670195,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,47.29537233
0,52.70462767
0,0
0,0
0,0
47.4341649,0
0,0
5.131670195,0
47.4341649,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,52.70462767
0,47.29537233
0,0
0,0
0,0
0,0
47.4341649,0
5.131670195,0
47.4341649,0
0,0
0,0
0,0
0,0
