price,soc,soc_mwh,grid_import_mwh,grid_export_mwh,charge_mwh,discharge_mwh,objective,revenue,cumulative_revenue,generation_mw,charge_btm_mwh,charge_grid_mwh,charge_surplus_mwh,generation_mwh,generation_revenue_uncurtailed,generation_curtailed_mwh,generation_revenue_curtailed,pv_net_export_mwh,total_export_mwh
120.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4329.31029980268,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
118.24,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4329.31029980268,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
118.45,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4329.31029980268,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.3,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4329.31029980268,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
129.54,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4329.31029980268,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.07,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4329.31029980268,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
150.67,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,4329.31029980268,0.0625,0.0,0.0,0.0,0.0625,9.330625,0.0625,9.330625,0.0625,0.0625
137.01,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,4329.31029980268,0.55,0.0,0.0,0.0,0.55,74.5965,0.55,74.5965,0.55,0.55
124.59,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,4329.31029980268,1.1625,0.0,0.0,0.0,1.1625,143.231625,1.1625,143.231625,1.1625,1.1625
118.36,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,4329.31029980268,1.3875000000000002,0.0,0.0,0.0,1.3875000000000002,162.30975000000004,1.3875000000000002,162.30975000000004,1.3875000000000002,1.3875000000000002
112.39,0.4743416490252569,0.9486832980505138,0.0,0.0,0.9486832980505138,0.0,-111.01,-111.01,4218.30029980268,1.4474999999999998,1.0,0.0,0.0,1.4474999999999998,160.686975,1.4474999999999998,160.686975,0.4474999999999998,0.4474999999999998
110.01,0.9486832980505138,1.8973665961010275,0.0,0.0,0.9486832980505138,0.0,-108.63000000000001,-108.63000000000001,4109.670299802679,1.355,1.0,0.0,0.0,1.355,147.19365000000002,1.355,147.19365000000002,0.355,0.355
116.15,1.0,2.0,0.0,0.0,0.10263340389897246,0.0,-12.416404705016607,-12.416404705016607,4097.253895097663,1.1125,0.10818510677891963,0.0,0.0,1.1125,127.68162500000001,1.1125,127.68162500000001,1.0043148932210804,1.0043148932210804
128.83,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4097.253895097663,0.7025000000000001,0.0,0.0,0.0,0.7025000000000001,89.53362500000003,0.7025000000000001,89.53362500000003,0.7025000000000001,0.7025000000000001
140.0,1.0,2.0,0.0,-0.0,0.0,-0.0,0.0,0.0,4097.253895097663,0.17500000000000002,0.0,0.0,0.0,0.17500000000000002,24.2585,0.17500000000000002,24.2585,0.17500000000000002,0.17500000000000002
158.66,1.0,2.0,-0.0,0.0,0.0,0.0,0.0,0.0,4097.253895097663,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170.53,0.4729537233052701,0.9459074466105402,-0.0,1.0,0.0,1.0540925533894598,169.15,169.15,4266.403895097663,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
163.91,-0.0,-0.0,-0.0,0.8973665961010275,0.0,0.9459074466105402,145.8489928643,145.8489928643,4412.252887961963,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8973665961010275
147.29,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4412.252887961963,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128.06,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4412.252887961963,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
131.63,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4412.252887961963,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
124.54,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4412.252887961963,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
134.11,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4412.252887961963,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
128.9,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4412.252887961963,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.57,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4412.252887961963,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
119.9,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4412.252887961963,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
119.57,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4412.252887961963,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.18,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4412.252887961963,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
119.92,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4412.252887961963,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
127.51,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4412.252887961963,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
129.6,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,4412.252887961963,0.0925,0.0,0.0,0.0,0.0925,11.86035,0.0925,11.86035,0.0925,0.0925
130.49,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,4412.252887961963,0.7424999999999999,0.0,0.0,0.0,0.7424999999999999,95.864175,0.7424999999999999,95.864175,0.7424999999999999,0.7424999999999999
127.7,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,4412.252887961963,1.0625,0.0,0.0,0.0,1.0625,134.215,1.0625,134.215,1.0625,1.0625
124.03,0.1853182177991214,0.3706364355982428,0.0,0.0,0.3706364355982428,0.0,-47.917528346434516,-47.917528346434516,4364.335359615528,1.1724999999999999,0.3906851067789198,0.0,0.0,1.1724999999999999,143.80712499999998,1.1724999999999999,143.80712499999998,0.78181489322108,0.78181489322108
124.67,0.1853182177991214,0.3706364355982428,0.0,0.0,0.0,0.0,0.0,0.0,4364.335359615528,1.19,0.0,0.0,0.0,1.19,146.7151,1.19,146.7151,1.19,1.19
118.77,0.6596598668243783,1.3193197336487565,0.0,0.0,0.9486832980505138,0.0,-117.39,-117.39,4246.945359615528,1.0274999999999999,1.0,0.0,0.0,1.0274999999999999,120.61822499999998,1.0274999999999999,120.61822499999998,0.027499999999999858,0.027499999999999858
121.02,1.0,2.0,0.0,0.0,0.6806802663512436,0.0,-85.84169999999999,-85.84169999999999,4161.103659615528,0.7174999999999999,0.7174999999999999,0.0,0.0,0.7174999999999999,85.84169999999999,0.7174999999999999,85.84169999999999,0.0,0.0
129.55,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4161.103659615528,0.3375,0.0,0.0,0.0,0.3375,43.25737500000001,0.3375,43.25737500000001,0.3375,0.3375
137.68,1.0,2.0,0.0,-0.0,0.0,-0.0,0.0,0.0,4161.103659615528,0.0625,0.0,0.0,0.0,0.0625,8.51875,0.0625,8.51875,0.0625,0.0625
153.98,1.0,2.0,0.0,0.0,-0.0,0.0,0.0,0.0,4161.103659615528,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.98,1.0,2.0,0.0,0.0,-0.0,0.0,0.0,0.0,4161.103659615528,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
160.29,1.0,2.0,0.0,0.0,-0.0,0.0,0.0,0.0,4161.103659615528,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
153.72,1.0,2.0,0.0,0.0,-0.0,0.0,0.0,0.0,4161.103659615528,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
139.34,1.0,2.0,0.0,0.0,-0.0,0.0,0.0,0.0,4161.103659615528,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
137.62,1.0,2.0,0.0,0.0,-0.0,0.0,0.0,0.0,4161.103659615528,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
131.51,1.0,2.0,0.0,0.0,-0.0,0.0,0.0,0.0,4161.103659615528,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
128.05,1.0,2.0,0.0,0.0,-0.0,0.0,0.0,0.0,4161.103659615528,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
121.06,1.0,2.0,0.0,0.0,-0.0,0.0,0.0,0.0,4161.103659615528,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.34,1.0,2.0,0.0,0.0,-0.0,0.0,0.0,0.0,4161.103659615528,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.52,1.0,2.0,0.0,0.0,-0.0,0.0,0.0,0.0,4161.103659615528,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
128.94,1.0,2.0,0.0,0.0,-0.0,0.0,0.0,0.0,4161.103659615528,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
131.54,1.0,2.0,0.0,0.0,-0.0,0.0,0.0,0.0,4161.103659615528,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
150.67,1.0,2.0,0.0,0.0,-0.0,0.0,0.0,0.0,4161.103659615528,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
204.74,0.7503118264158717,1.5006236528317434,-0.0,0.47375,0.0,0.4993763471682566,96.3418,96.3418,4257.445459615528,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47375
209.79,0.2232655497211418,0.4465310994422836,-0.0,1.0,0.0,1.0540925533894598,208.41,208.41,4465.855459615528,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
171.3,0.24579677804984149,0.49159355609968297,0.0,0.0,0.045062456657399406,0.0,-8.071200000000001,-8.071200000000001,4457.784259615528,0.0475,0.0475,0.0,0.0,0.0475,8.071200000000001,0.0475,8.071200000000001,0.0,0.0
139.67,0.34896608671283486,0.6979321734256697,0.0,0.0,0.2063386173259867,0.0,-30.078074999999995,-30.078074999999995,4427.7061846155275,0.21749999999999997,0.21749999999999997,0.0,0.0,0.21749999999999997,30.078074999999995,0.21749999999999997,30.078074999999995,0.0,0.0
117.19,0.5232866427296168,1.0465732854592336,0.0,0.0,0.3486411120335638,0.0,-42.560174999999994,-42.560174999999994,4385.146009615528,0.3675,0.3675,0.0,0.0,0.3675,42.560175,0.3675,42.560175,0.0,0.0
109.47,0.6703325539274464,1.3406651078548928,0.0,0.0,0.2940918223956593,0.0,-33.5079,-33.5079,4351.638109615528,0.31,0.31,0.0,0.0,0.31,33.5079,0.31,33.5079,0.0,0.0
106.78,0.7889179661837606,1.5778359323675213,0.0,0.0,0.23717082451262844,0.0,-26.35,-26.35,4325.288109615528,0.25,0.25,0.0,0.0,0.25,26.35,0.25,26.35,0.0,0.0
111.89,0.8885297124790646,1.7770594249581293,0.0,0.0,0.1992234925906079,0.0,-23.207100000000004,-23.207100000000004,4302.081009615528,0.21000000000000002,0.21000000000000002,0.0,0.0,0.21000000000000002,23.207100000000004,0.21000000000000002,23.207100000000004,0.0,0.0
127.32,0.9739112093036109,1.9478224186072217,0.0,0.0,0.17076299364909248,0.0,-22.669199999999996,-22.669199999999996,4279.411809615528,0.18,0.18,0.0,0.0,0.18,22.6692,0.18,22.6692,0.0,0.0
155.43,1.0,2.0,0.0,0.0,0.05217758139277825,0.0,-8.472749999999998,-8.472749999999998,4270.939059615528,0.05499999999999999,0.05499999999999999,0.0,0.0,0.05499999999999999,8.47275,0.05499999999999999,8.47275,0.0,0.0
221.61,0.5270462766947299,1.0540925533894598,-0.0,0.8973665961010275,0.0,0.9459074466105402,197.6270454593293,197.6270454593293,4468.566105074858,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8973665961010275
271.0,-0.0,-0.0,-0.0,1.0,0.0,1.0540925533894598,269.62,269.62,4738.186105074858,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
215.36,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4738.186105074858,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.86,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4738.186105074858,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
155.19,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4738.186105074858,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
139.39,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4738.186105074858,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
129.57,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4738.186105074858,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
132.95,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4738.186105074858,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4738.186105074858,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.56,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4738.186105074858,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
117.11,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4738.186105074858,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.66,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4738.186105074858,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
121.52,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4738.186105074858,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.39,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4738.186105074858,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
190.34,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4738.186105074858,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193.8,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,4738.186105074858,0.027499999999999997,0.0,0.0,0.0,0.027499999999999997,5.29155,0.027499999999999997,5.29155,0.027499999999999997,0.027499999999999997
143.53,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,4738.186105074858,0.11249999999999999,0.0,0.0,0.0,0.11249999999999999,15.991874999999999,0.11249999999999999,15.991874999999999,0.11249999999999999,0.11249999999999999
124.24,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4738.186105074858,0.2525,-0.0,0.0,-0.0,0.2525,31.02215,0.2525,31.02215,0.2525,0.2525
109.71,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,4738.186105074858,0.5525,-0.0,0.0,-0.0,0.5525,59.852325,0.5525,59.852325,0.5525,0.5525
96.41,0.46604067016731493,0.9320813403346299,0.0,0.0,0.9320813403346299,0.0,-93.366975,-93.366975,4644.819130074858,0.9825,0.9825,0.0,0.0,0.9825,93.36697500000001,0.9825,93.36697500000001,0.0,0.0
88.53,0.9403823191925718,1.8807646383851435,0.0,0.0,0.9486832980505138,0.0,-87.15,-87.15,4557.669130074858,1.07,1.0,0.0,0.0,1.07,93.25050000000002,1.07,93.25050000000002,0.07000000000000006,0.07000000000000006
98.35,1.0,2.0,0.0,0.0,0.11923536161485647,0.0,-12.187684804351836,-12.187684804351836,4545.481445270506,0.635,0.12568510677891964,0.0,0.0,0.635,61.57595,0.635,61.57595,0.5093148932210804,0.5093148932210804
110.0,1.0,2.0,0.0,-0.0,0.0,-0.0,0.0,0.0,4545.481445270506,0.21999999999999997,0.0,0.0,0.0,0.21999999999999997,23.8964,0.21999999999999997,23.8964,0.21999999999999997,0.21999999999999997
128.16,1.0,2.0,0.0,-0.0,0.0,-0.0,0.0,0.0,4545.481445270506,0.02,0.0,0.0,0.0,0.02,2.5356,0.02,2.5356,0.02,0.02
176.82,0.4729537233052701,0.9459074466105402,-0.0,1.0,0.0,1.0540925533894598,175.44,175.44,4720.9214452705055,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
174.32,-0.0,-0.0,-0.0,0.8973665961010275,0.0,0.9459074466105402,155.1905791297117,155.1905791297117,4876.112024400217,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8973665961010275
155.91,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4876.112024400217,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142.42,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4876.112024400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
129.41,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4876.112024400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
121.9,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4876.112024400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
114.45,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4876.112024400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.54,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4876.112024400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
99.29,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4876.112024400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
99.6,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4876.112024400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.29,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4876.112024400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.5,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4876.112024400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.48,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4876.112024400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4876.112024400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
149.5,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4876.112024400217,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166.37,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4876.112024400217,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128.76,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,4876.112024400217,0.0075,0.0,0.0,0.0,0.0075,0.9553499999999999,0.0075,0.9553499999999999,0.0075,0.0075
107.91,0.017787811838447132,0.035575623676894264,0.0,0.0,0.035575623676894264,0.0,-3.9948749999999995,-3.9948749999999995,4872.1171494002165,0.0375,0.0375,0.0,0.0,0.0375,3.994875,0.0375,3.994875,0.0,0.0
89.28,0.0758946638440411,0.1517893276880822,0.0,0.0,0.11621370401118794,0.0,-10.76775,-10.76775,4861.3493994002165,0.1225,0.1225,0.0,0.0,0.1225,10.767750000000001,0.1225,10.767750000000001,0.0,0.0
81.52,0.17194884777165562,0.34389769554331123,0.0,0.0,0.19210836785522906,0.0,-16.22835,-16.22835,4845.121049400216,0.2025,0.2025,0.0,0.0,0.2025,16.228350000000002,0.2025,16.228350000000002,0.0,0.0
82.74,0.36168550738175836,0.7233710147635167,0.0,0.0,0.37947331922020555,0.0,-32.544,-32.544,4812.577049400216,0.4,0.4,0.0,0.0,0.4,32.544000000000004,0.4,32.544000000000004,0.0,0.0
85.2,0.5703958329528713,1.1407916659057427,0.0,0.0,0.417420651142226,0.0,-36.8808,-36.8808,4775.696249400216,0.43999999999999995,0.43999999999999995,0.0,0.0,0.43999999999999995,36.8808,0.43999999999999995,36.8808,0.0,0.0
90.63,0.684237828718933,1.368475657437866,0.0,0.0,0.2276839915321233,0.0,-21.419999999999998,-21.419999999999998,4754.276249400216,0.24,0.24,0.0,0.0,0.24,21.419999999999998,0.24,21.419999999999998,0.0,0.0
110.03,0.7067690570476327,1.4135381140952654,0.0,0.0,0.045062456657399406,0.0,-5.160875,-5.160875,4749.115374400217,0.0475,0.0475,0.0,0.0,0.0475,5.160875000000001,0.0475,5.160875000000001,0.0,0.0
131.28,0.7067690570476327,1.4135381140952654,-0.0,0.0,0.0,0.0,0.0,0.0,4749.115374400217,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142.98,0.1797227803529028,0.3594455607058056,-0.0,1.0,0.0,1.0540925533894598,141.6,141.6,4890.715374400217,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
136.32,-0.0,-0.0,-0.0,0.3409999999999998,0.0,0.3594455607058056,46.014539999999975,46.014539999999975,4936.729914400217,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3409999999999998
113.53,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4936.729914400217,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.68,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4936.729914400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.75,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4936.729914400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.16,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4936.729914400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.9,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4936.729914400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.73,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4936.729914400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.88,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4936.729914400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.08,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4936.729914400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.38,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4936.729914400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.5,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4936.729914400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.77,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4936.729914400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.85,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4936.729914400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
105.82,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,4936.729914400217,0.02,0.0,0.0,0.0,0.02,2.0888,0.02,2.0888,0.02,0.02
65.11,0.026088790696389124,0.05217758139277825,0.0,0.0,0.05217758139277825,0.0,-3.5051499999999995,-3.5051499999999995,4933.224764400217,0.05499999999999999,0.05499999999999999,0.0,0.0,0.05499999999999999,3.5051499999999995,0.05499999999999999,3.5051499999999995,0.0,0.0
61.22,0.08538149682454624,0.17076299364909248,0.0,0.0,0.11858541225631422,0.0,-7.4799999999999995,-7.4799999999999995,4925.744764400218,0.125,0.125,0.0,0.0,0.125,7.4799999999999995,0.125,7.4799999999999995,0.0,0.0
60.32,0.2051527632034236,0.4103055264068472,0.0,0.0,0.23954253275775472,0.0,-14.88235,-14.88235,4910.862414400218,0.2525,0.2525,0.0,0.0,0.2525,14.882349999999999,0.2525,14.882349999999999,0.0,0.0
57.83,0.4529962748191203,0.9059925496382406,0.0,0.0,0.4956870232313934,0.0,-29.495124999999998,-29.495124999999998,4881.3672894002175,0.5225,0.5225,0.0,0.0,0.5225,29.495124999999994,0.5225,29.495124999999994,0.0,0.0
58.47,0.7186275982732642,1.4372551965465283,0.0,0.0,0.5312626469082877,0.0,-31.9704,-31.9704,4849.396889400217,0.56,0.56,0.0,0.0,0.56,31.9704,0.56,31.9704,0.0,0.0
65.13,0.8324695940393259,1.6649391880786517,0.0,0.0,0.2276839915321233,0.0,-15.299999999999997,-15.299999999999997,4834.096889400217,0.24,0.24,0.0,0.0,0.24,15.299999999999997,0.24,15.299999999999997,0.0,0.0
65.71,0.850257405877773,1.700514811755546,0.0,0.0,0.035575623676894264,0.0,-2.4123749999999995,-2.4123749999999995,4831.684514400217,0.0375,0.0375,0.0,0.0,0.0375,2.412375,0.0375,2.412375,0.0,0.0
67.74,0.850257405877773,1.700514811755546,0.0,0.0,-0.0,0.0,0.0,0.0,4831.684514400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.2,0.850257405877773,1.700514811755546,0.0,0.0,-0.0,0.0,0.0,0.0,4831.684514400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.42,0.850257405877773,1.700514811755546,0.0,0.0,-0.0,0.0,0.0,0.0,4831.684514400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.34,0.850257405877773,1.700514811755546,0.0,0.0,-0.0,0.0,0.0,0.0,4831.684514400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.83,0.850257405877773,1.700514811755546,0.0,0.0,-0.0,0.0,0.0,0.0,4831.684514400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.03,0.850257405877773,1.700514811755546,0.0,0.0,-0.0,0.0,0.0,0.0,4831.684514400217,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
