price,soc,soc_mwh,grid_import_mwh,grid_export_mwh,charge_mwh,discharge_mwh,objective,revenue,cumulative_revenue,generation_mw,charge_btm_mwh,charge_grid_mwh,charge_surplus_mwh,generation_mwh,generation_revenue_uncurtailed,generation_curtailed_mwh,generation_revenue_curtailed,pv_net_export_mwh,total_export_mwh,bess_additional_export_mwh,profile_charge_mwh,profile_discharge_mwh
131.05,0.8247756120503043,82.47756120503043,0.0,0.0,-0.0,0.0,0.0,0.0,-1518.2201667003733,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114.27,0.8247756120503043,82.47756120503043,0.0,0.0,-0.0,0.0,0.0,0.0,-1518.2201667003733,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.66,0.8247756120503043,82.47756120503043,0.0,0.0,-0.0,0.0,0.0,0.0,-1518.2201667003733,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82.88,0.8247756120503043,82.47756120503043,0.0,0.0,-0.0,0.0,0.0,0.0,-1518.2201667003733,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.84,0.8247756120503043,82.47756120503043,0.0,0.0,-0.0,0.0,0.0,0.0,-1518.2201667003733,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.93,0.8247756120503043,82.47756120503043,0.0,0.0,-0.0,0.0,0.0,0.0,-1518.2201667003733,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.26,0.8247756120503043,82.47756120503043,0.0,0.0,-0.0,0.0,0.0,0.0,-1518.2201667003733,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.75,0.8247756120503043,82.47756120503043,0.0,0.0,-0.0,0.0,0.0,0.0,-1518.2201667003733,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.73,0.8247756120503043,82.47756120503043,0.0,0.0,-0.0,0.0,0.0,0.0,-1518.2201667003733,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.11,0.8247756120503043,82.47756120503043,0.0,0.0,-0.0,0.0,0.0,0.0,-1518.2201667003733,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.33,0.8247756120503043,82.47756120503043,0.0,0.0,-0.0,0.0,0.0,0.0,-1518.2201667003733,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.27,0.8247756120503043,82.47756120503043,0.0,0.0,-0.0,0.0,0.0,0.0,-1518.2201667003733,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.37,0.8247756120503043,82.47756120503043,0.0,0.0,-0.0,0.0,0.0,0.0,-1518.2201667003733,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.95,0.8252782524382819,82.52782524382819,0.0,0.0,0.05026403879776217,0.0,-3.9509385069300005,-3.9509385069300005,-1522.1711052073033,0.052982949,0.052982949,0.0,0.0,0.052982949,3.9509385069300005,0.052982949,3.9509385069300005,0.0,0.0,-0.052982949,0.0,0.0
81.71,0.8275073888005913,82.75073888005913,0.0,0.0,0.2229136362309393,0.0,-18.87526894932,-18.87526894932,-1541.0463741566232,0.234971604,0.234971604,0.0,0.0,0.234971604,18.87526894932,0.234971604,18.87526894932,0.0,0.0,-0.234971604,0.0,0.0
80.89,0.8308323842943267,83.08323842943267,0.0,0.0,0.3324995493735404,0.0,-27.867086123489997,-27.867086123489997,-1568.9134602801132,0.350485299,0.350485299,0.0,0.0,0.350485299,27.86708612349,0.350485299,27.86708612349,0.0,0.0,-0.350485299,0.0,0.0
79.72,0.8447014187382106,84.47014187382106,0.0,0.0,1.386903444388395,0.0,-114.52717261561999,-114.52717261561999,-1683.4406328957332,1.461924593,1.461924593,0.0,0.0,1.461924593,114.52717261562,1.461924593,114.52717261562,0.0,0.0,-1.461924593,0.0,0.0
80.22,0.8599573327832256,85.99573327832256,0.0,0.0,1.5255914045015015,0.0,-126.78375025476,-126.78375025476,-1810.2243831504932,1.608114539,1.608114539,0.0,0.0,1.608114539,126.78375025476001,1.608114539,126.78375025476001,0.0,0.0,-1.608114539,0.0,0.0
79.74,0.8695458771928223,86.95458771928223,0.0,0.0,0.9588544409596685,0.0,-79.20012310535999,-79.20012310535999,-1889.4245062558532,1.010721326,1.010721326,0.0,0.0,1.010721326,79.20012310536,1.010721326,79.20012310536,0.0,0.0,-1.010721326,0.0,0.0
80.82,0.8743002786577461,87.4300278657746,0.0,0.0,0.47544014649236893,0.0,-39.81198500592,-39.81198500592,-1929.2364912617732,0.501157918,0.501157918,0.0,0.0,0.501157918,39.81198500592,0.501157918,39.81198500592,0.0,0.0,-0.501157918,0.0,0.0
86.16,0.8743002786577461,87.4300278657746,0.0,0.0,-0.0,0.0,0.0,0.0,-1929.2364912617732,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.28,0.8743002786577461,87.4300278657746,0.0,0.0,-0.0,0.0,0.0,0.0,-1929.2364912617732,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.61,0.8743002786577461,87.4300278657746,0.0,0.0,-0.0,0.0,0.0,0.0,-1929.2364912617732,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.13,0.8743002786577461,87.4300278657746,0.0,0.0,-0.0,0.0,0.0,0.0,-1929.2364912617732,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.26,0.8743002786577461,87.4300278657746,0.0,0.0,-0.0,0.0,0.0,0.0,-1929.2364912617732,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.94,0.8743002786577461,87.4300278657746,0.0,0.0,-0.0,0.0,0.0,0.0,-1929.2364912617732,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.82,0.8743002786577461,87.4300278657746,0.0,0.0,-0.0,0.0,0.0,0.0,-1929.2364912617732,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.03,0.8743002786577461,87.4300278657746,0.0,0.0,-0.0,0.0,0.0,0.0,-1929.2364912617732,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.15,0.8743002786577461,87.4300278657746,0.0,0.0,-0.0,0.0,0.0,0.0,-1929.2364912617732,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.68,0.8743002786577461,87.4300278657746,0.0,0.0,-0.0,0.0,0.0,0.0,-1929.2364912617732,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.76,0.8743002786577461,87.4300278657746,0.0,0.0,-0.0,0.0,0.0,0.0,-1929.2364912617732,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.63,0.8743002786577461,87.4300278657746,0.0,0.0,-0.0,0.0,0.0,0.0,-1929.2364912617732,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
